date,symbol,open,high,low,close,volume,adjusted,divd,split,source,recordDate
2002-07-30,TLT,81.75,81.9000015258789,81.5199966430664,81.5199966430664,6100,41.02949190760286,0.0,1,yahoo,2023-03-22 14:35:54
2002-07-31,TLT,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,29400,41.53783190001691,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-01,TLT,82.54000091552734,83.0199966430664,82.54000091552734,83.0,25000,41.774386267969554,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-02,TLT,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,52800,42.20219547983846,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-05,TLT,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,61100,42.388420029909874,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-06,TLT,83.87000274658203,83.9000015258789,83.22000122070312,83.5,64900,42.02603919729467,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-07,TLT,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40300,42.126698833057134,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-08,TLT,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40900,42.126698833057134,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-09,TLT,84.0,84.87999725341797,84.0,84.87999725341797,35900,42.72059989986117,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-12,TLT,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,32100,42.98232109671391,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-13,TLT,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,75400,43.51078994434528,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-14,TLT,87.45999908447266,87.9000015258789,86.75,86.77999877929688,130000,43.67688179928041,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-15,TLT,86.37999725341797,86.5,85.8499984741211,86.0199966430664,87100,43.29436827152892,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-16,TLT,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,85000,42.81119510801497,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-19,TLT,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,47300,42.942055706441344,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-20,TLT,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,40800,43.420194736191476,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-21,TLT,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,40000,43.18867450200265,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-22,TLT,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,34400,42.81119510801497,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-23,TLT,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,20100,43.23397402603903,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-26,TLT,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,23900,43.2742394163116,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-27,TLT,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,301800,43.0024537918502,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-28,TLT,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,18100,43.21887546466656,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-29,TLT,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,135700,43.566153895990325,0.0,1,yahoo,2023-03-22 14:35:54
2002-08-30,TLT,86.75,87.12999725341797,86.44999694824219,87.08000183105469,78100,43.827875092843065,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-03,TLT,87.08000183105469,88.04000091552734,87.0,88.04000091552734,102100,44.50166747568864,0.373,1,yahoo,2023-03-22 14:35:54
2002-09-04,TLT,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,66300,44.49155589604425,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-05,TLT,88.56999969482422,88.6500015258789,87.37999725341797,88.5,648400,44.73418367381959,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-06,TLT,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,140000,44.20849336900444,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-09,TLT,87.5,87.83000183105469,87.26000213623047,87.33000183105469,83800,44.14278352706668,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-10,TLT,87.16999816894531,88.0,87.0,87.75,336000,44.35508042234654,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-11,TLT,87.0,87.30000305175781,86.75,87.29000091552734,177700,44.122564224215594,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-12,TLT,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43400,44.466284659808665,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-13,TLT,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,155100,44.875714937339495,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-16,TLT,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,73000,44.95153635892164,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-17,TLT,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,75400,45.037465503710486,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-18,TLT,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,196600,45.04757708335488,0.0,1,yahoo,2023-03-22 14:35:54
2002-09-19,TLT,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,109900,45.35085891324577,0.0,1,yahoo,2023-03-22 14:35:54
