date,symbol,open,high,low,close,volume,adjusted,divd,split,source,recordDate
2002-07-30,TLT,81.75,81.9000015258789,81.5199966430664,81.5199966430664,6100,40.82270656367918,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-07-31,TLT,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,29400,41.32848456335888,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-01,TLT,82.54000091552734,83.0199966430664,82.54000091552734,83.0,25000,41.56384671629595,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-02,TLT,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,52800,41.98949980409661,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-05,TLT,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,61100,42.17478579739232,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-06,TLT,83.87000274658203,83.9000015258789,83.22000122070312,83.5,64900,41.81423133506882,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-07,TLT,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40300,41.91438365435153,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-08,TLT,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40900,41.91438365435153,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-09,TLT,84.0,84.87999725341797,84.0,84.87999725341797,35900,42.50529150747814,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-12,TLT,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,32100,42.76569365051893,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-13,TLT,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,75400,43.2914990576023,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-14,TLT,87.45999908447266,87.9000015258789,86.75,86.77999877929688,130000,43.45675382292825,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-15,TLT,86.37999725341797,86.5,85.8499984741211,86.0199966430664,87100,43.07616813263499,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-16,TLT,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,85000,42.59543012305902,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-19,TLT,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,47300,42.72563119457941,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-20,TLT,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,40800,43.201360442021425,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-21,TLT,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,40000,42.971007051218315,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-22,TLT,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,34400,42.59543012305902,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-23,TLT,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,20100,43.016078269291796,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-26,TLT,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,23900,43.056140725231316,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-27,TLT,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,301800,42.785724878488686,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-28,TLT,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,18100,43.001055803456,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-29,TLT,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,135700,43.34658397937762,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-08-30,TLT,86.75,87.12999725341797,86.44999694824219,87.08000183105469,78100,43.606986122418405,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-03,TLT,87.08000183105469,88.04000091552734,87.0,88.04000091552734,102100,44.27738264577019,0.373,1.0,yahoo,2023-05-13 17:14:30
2002-09-04,TLT,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,66300,44.267322027675085,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-05,TLT,88.56999969482422,88.6500015258789,87.37999725341797,88.5,648400,44.508726980937126,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-06,TLT,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,140000,43.98568611303734,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-09,TLT,87.5,87.83000183105469,87.26000213623047,87.33000183105469,83800,43.92030744342546,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-10,TLT,87.16999816894531,88.0,87.0,87.75,336000,44.13153437940377,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-11,TLT,87.0,87.30000305175781,86.75,87.29000091552734,177700,43.90019004423682,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-12,TLT,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43400,44.24217815644047,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-13,TLT,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,155100,44.649544938256,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-16,TLT,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,73000,44.72498422596299,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-17,TLT,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,75400,44.81048029476351,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-18,TLT,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,196600,44.820540912858604,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-19,TLT,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,109900,45.122294226684986,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-20,TLT,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,113500,44.911067290706676,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-23,TLT,90.0,90.23999786376953,89.7699966430664,90.0999984741211,163200,45.31340376347466,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-24,TLT,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,251900,45.60510029620751,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-25,TLT,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,127200,45.05188524802555,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-26,TLT,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,429000,44.9462717800364,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-27,TLT,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,298200,45.283229583192494,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-09-30,TLT,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,297800,45.46428233888864,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-01,TLT,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,257500,44.900377690851336,0.343,1.0,yahoo,2023-05-13 17:14:30
2002-10-02,TLT,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,91000,45.157842783594944,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-03,TLT,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,29900,45.04678144934515,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-04,TLT,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,131000,45.18813573985902,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-07,TLT,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,433800,45.263862353095895,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-08,TLT,89.5,90.5199966430664,89.36000061035156,89.69000244140625,530900,45.279006905420154,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-09,TLT,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,402900,45.51123236149517,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-10,TLT,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,97100,45.15279716723055,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-11,TLT,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,421800,44.61766525820805,0.0,1.0,yahoo,2023-05-13 17:14:30
2002-10-14,TLT,88.5,88.55000305175781,88.06999969482422,88.25,18300,44.55203758093105,0.0,1.0,yahoo,2023-05-13 17:14:30
